"CityId","CountryID","RegionID","City","Latitude","Longitude","TimeZone","DmaId","Code"
"47552","14","3","BELLENDEN KER","-17.27149963","145.91999817","+10:00","0","BKER"
"47553","14","3","BELLEVUE","-16.64259911","144.26800537","+10:00","0","BELE"
"44369","14","3","Belli Park","-26.47520065","152.79600525","+10:00","0","BPAK"
"44370","14","3","Bellmere","-27.08919907","152.92700195","+10:00","0","BELM"
"44371","14","3","Bells Bridge","-26.12459946","152.57400513","+10:00","0","BBRI"
"44372","14","3","Bellthorpe","-26.84799957","152.71499634","+10:00","0","BELT"
"44373","14","3","Belmont","-27.50499916","153.1309967","+10:00","0","BELO"
"44374","14","3","Benair","-26.64699936","151.70700073","+10:00","0","BENA"
"44375","14","3","Benarkin","-26.88710022","152.13800049","+10:00","0","BENR"
"44376","14","3","Benarkin North","-26.85720062","152.1499939","+10:00","0","BNOR"
"44377","14","3","Benobble","-27.99510002","153.16200256","+10:00","0","BENO"
"44378","14","3","Benowa","-28.00580025","153.38699341","+10:00","0","BENW"
"47517","14","3","BENTLEY PARK","-17.00939941","145.73500061","+10:00","0","BPAY"
"44379","14","3","Berajondo","-24.61669922","151.84599304","+10:00","0","BERA"
"44380","14","3","Berat","-28.0461998","152.05599976","+10:00","0","BERT"
"44381","14","3","Bergen","-27.25699997","151.90499878","+10:00","0","BERG"
"44382","14","3","Berserker","-23.3628006","150.522995","+10:00","0","BERS"
"44383","14","3","Bethania","-27.69440079","153.15600586","+10:00","0","BETH"
"47747","14","3","BIBOOHRA","-16.91469955","145.41799927","+10:00","0","BIBO"
"44384","14","3","Biddaddaba","-27.98670006","153.11099243","+10:00","0","BIDD"
"44385","14","3","Biddeston","-27.55809975","151.73399353","+10:00","0","BIDE"
"44386","14","3","Bidwill","-25.58440018","152.72000122","+10:00","0","BIDW"
"44387","14","3","Biggenden","-25.51099968","152.04600525","+10:00","0","BIGG"
"44388","14","3","Biggera Waters","-27.93420029","153.3999939","+10:00","0","BWAT"
"44389","14","3","Bilinga","-28.15990067","153.50999451","+10:00","0","BILI"
"44390","14","3","Billa Billa","-28.14520073","150.28799438","+10:00","0","BBIL"
"44391","14","3","Biloela","-24.40130043","150.51100159","+10:00","0","BILO"
"44392","14","3","Binna Burra","-28.19739914","153.18699646","+10:00","0","BBUR"
"6001","14","3","Birdsville","-25.89999962","139.36700439","+10:00","0","BIRD"
"44393","14","3","Birkdale","-27.49839973","153.20700073","+10:00","0","BIRK"
"44394","14","3","Birnam","-27.48900032","151.92199707","+10:00","0","BIRN"
"44395","14","3","Birtinya","-26.74550056","153.11700439","+10:00","0","BIRT"
"44396","14","3","Black Duck Creek","-27.89830017","152.21200562","+10:00","0","BDCR"
"44397","14","3","Black Mountain","-26.41880035","152.85400391","+10:00","0","BMON"
"44398","14","3","Black Snake","-26.22500038","152.26899719","+10:00","0","BSNA"
"44399","14","3","Blackall","-24.4246006","145.46600342","+10:00","0","BLAC"
"47554","14","3","BLACKBULL","-17.96999931","141.47900391","+10:00","0","BLAB"
"44400","14","3","Blackbutt","-26.8852005","152.10099792","+10:00","0","BLAK"
"44401","14","3","Blackbutt North","-26.86429977","152.11300659","+10:00","0","BNOT"
